event_id,name,epoch,pred_sigma_min,T0,P,duration_hours,mag_V,depth_mmag,current_oc_min,min_telescope_inches,ra,dec,n_obs_recent,exoclock_priority,recent_activity_flag,events_per_month,network_needed,campaign_flag,ttv_flag,snr_proxy,time_since_last_obs_days,last_obs_jd,Tmid_utc,obs_frac,obs_max_alt,obs_min_alt,obs_mean_airmass,obs_visible,obs_peak_time_jd,ttv_amplitude_min,ttv_signal_strength,ttv_significance_class,instrument_difficulty,instrument_difficulty_norm,aperture_exoclock,required_aperture,aperture_ratio,instrument_flag,instrument_feasible,aperture_consistency,instrument_penalty,science_priority_numeric,science_recency_score,campaign_intensity,campaign_intensity_norm,S1,S2,S3,S4,S5,S6,base_score,final_score,priority_group,obs_frac_pct,final_score_pct,obs_interpretation,ephemeris_interpretation,score_interpretation,science_interpretation,synergy_explanation,score_breakdown,summary_text,flag_labels
WASP-65b_1027,WASP-65b,1027,0.2561921580064536,2458877.458483,2.31142053,2.75,12.45,17.15,0.78,5.32,133.3242858333333,8.523003055555556,6,low,True,12.979031556840935,False,False,0,33.26,2344.5773700596765,2458877.458483,2026-07-29 18:52:39.352,0.0,38.70436929673726,-13.210215751329764,13.782263653599784,0,2461251.2032332406,0.78,0.039,none,4,0.6666666666666666,5.32,12.323447594658893,0.5134769831107872,OK,True,2.316437517793025,1.0,2,0.14285714285714285,4.5,0.5294117647058824,5,1,4,1,2.142857142857143,3,2.821428571428571,2.821428571428571,0,0.41838842975206614,0.7221074380165289,limited visibility,well constrained ephemeris,high priority target,low ExoClock priority; 6 observations in the last year (well monitored),partial visibility,"{'priority': 'high priority target', 'score': 2.821428571428571, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 6 observations in the last year (well monitored)', 'coordination': 'partial visibility', 'network': False, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. low ExoClock priority; 6 observations in the last year (well monitored).,—
WASP-36b_2655,WASP-36b,2655,0.2531026036107791,2457168.698136,1.537365592,1.82,12.7,21.27,0.93,6.49,131.58040708333334,-8.026947777777778,7,low,True,19.513901024005747,False,False,0,19.35,4053.337717012968,2457168.698136,2026-07-28 21:40:17.647,0.0,-6.603832186923574,-57.39302385524017,,0,2461250.319648692,0.93,0.0465,none,4,0.6666666666666666,6.49,15.2619909872437,0.6359162911351541,OK,True,2.351616484937396,1.0,2,0.125,4.5,0.5294117647058824,5,1,4,1,2.125,3,2.8187499999999996,2.8187499999999996,0,0.41838842975206614,0.7179752066115702,limited visibility,well constrained ephemeris,high priority target,low ExoClock priority; 7 observations in the last year (well monitored),partial visibility,"{'priority': 'high priority target', 'score': 2.8187499999999996, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 7 observations in the last year (well monitored)', 'coordination': 'partial visibility', 'network': False, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. low ExoClock priority; 7 observations in the last year (well monitored).,—
WASP-36b_2656,WASP-36b,2656,0.25318893758096933,2457168.698136,1.537365592,1.82,12.7,21.27,0.93,6.49,131.58040708333334,-8.026947777777778,7,low,True,19.513901024005747,False,False,0,19.35,4053.337717015296,2457168.698136,2026-07-30 10:34:06.034,0.0,51.71382126148751,11.780452072182458,2.0788996283254617,0,2461252.0222920603,0.93,0.0465,none,4,0.6666666666666666,6.49,15.2619909872437,0.6359162911351541,OK,True,2.351616484937396,1.0,2,0.125,4.5,0.5294117647058824,5,1,4,1,2.125,3,2.8187499999999996,2.8187499999999996,0,0.41838842975206614,0.7179752066115702,limited visibility,well constrained ephemeris,high priority target,low ExoClock priority; 7 observations in the last year (well monitored),partial visibility,"{'priority': 'high priority target', 'score': 2.8187499999999996, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 7 observations in the last year (well monitored)', 'coordination': 'partial visibility', 'network': False, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. low ExoClock priority; 7 observations in the last year (well monitored).,—
WASP-103b_4055,WASP-103b,4055,0.2143190290325207,2457497.135821,0.92554545,2.67,12.1,17.76,-1.48,5.66,249.31489708333334,7.1833663888888895,10,low,True,32.41331908659915,False,False,0,25.67,3724.900032134261,2457497.135821,2026-07-28 17:19:25.249,0.0,54.393257183043836,3.3905764322350205,3.2093287983568852,0,2461250.303764456,1.48,0.074,none,4,0.6666666666666666,5.66,10.46052592840047,0.43585524701668626,OK,True,1.8481494573145707,1.0,2,0.09090909090909091,4.5,0.5294117647058824,5,1,4,1,2.090909090909091,3,2.8136363636363635,2.8136363636363635,0,0.41838842975206614,0.7138429752066116,limited visibility,well constrained ephemeris,high priority target,low ExoClock priority; 10 observations in the last year (well monitored),partial visibility,"{'priority': 'high priority target', 'score': 2.8136363636363635, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 10 observations in the last year (well monitored)', 'coordination': 'partial visibility', 'network': False, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. low ExoClock priority; 10 observations in the last year (well monitored).,—
WASP-103b_4056,WASP-103b,4056,0.2143698756589651,2457497.135821,0.92554545,2.67,12.1,17.76,-1.48,5.66,249.31489708333334,7.1833663888888895,10,low,True,32.41331908659915,False,False,0,25.67,3724.9000321365893,2457497.135821,2026-07-29 15:32:12.376,0.0,33.00753485372018,-18.807301480037342,25.363036046244616,0,2461251.229309907,1.48,0.074,none,4,0.6666666666666666,5.66,10.46052592840047,0.43585524701668626,OK,True,1.8481494573145707,1.0,2,0.09090909090909091,4.5,0.5294117647058824,5,1,4,1,2.090909090909091,3,2.8136363636363635,2.8136363636363635,0,0.41838842975206614,0.7138429752066116,limited visibility,well constrained ephemeris,high priority target,low ExoClock priority; 10 observations in the last year (well monitored),partial visibility,"{'priority': 'high priority target', 'score': 2.8136363636363635, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 10 observations in the last year (well monitored)', 'coordination': 'partial visibility', 'network': False, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. low ExoClock priority; 10 observations in the last year (well monitored).,—
GJ436b_2101,GJ436b,2101,0.20418350654493583,2455695.26802,2.643897626,0.99,10.613,7.0,-1.44,9.01,175.54622208333333,26.706571666666665,13,low,True,11.346884124778892,False,False,0,39.66,5526.767831927631,2455695.26802,2026-07-28 14:18:25.761,0.0,87.55400879098482,35.91280149864499,1.203650823831101,0,2461250.1780759376,1.44,0.072,none,4,0.6666666666666666,9.01,13.796343993624902,0.5748476664010376,OK,True,1.5312257484600336,1.0,2,0.07142857142857142,4.5,0.5294117647058824,5,1,4,1,2.0714285714285716,3,2.810714285714285,2.810714285714285,0,0.41838842975206614,0.7107438016528925,limited visibility,well constrained ephemeris,high priority target,low ExoClock priority; 13 observations in the last year (well monitored),partial visibility,"{'priority': 'high priority target', 'score': 2.810714285714285, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 13 observations in the last year (well monitored)', 'coordination': 'partial visibility', 'network': False, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. low ExoClock priority; 13 observations in the last year (well monitored).,—
HAT-P-12b_1310,HAT-P-12b,1310,0.23798299314026503,2457041.051539,3.21305773,2.34,12.84,27.59,1.02,5.98,209.389445,43.493500555555556,18,low,True,9.336900398611885,False,False,0,36.82,4180.984312989283,2457041.051539,2026-07-28 15:45:09.899,0.0,71.20837424354887,30.39400591665138,1.348174511854819,0,2461250.238309016,1.02,0.051000000000000004,none,4,0.6666666666666666,5.98,12.60511617636464,0.5252131740151934,OK,True,2.107878959258301,1.0,2,0.05263157894736842,4.301070119583565,0.5060082493627724,5,1,4,1,2.0526315789473686,3,2.8078947368421048,2.8078947368421048,0,0.41838842975206614,0.7086776859504132,limited visibility,well constrained ephemeris,high priority target,low ExoClock priority; 18 observations in the last year (well monitored),partial visibility,"{'priority': 'high priority target', 'score': 2.8078947368421048, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 18 observations in the last year (well monitored)', 'coordination': 'partial visibility', 'network': False, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. low ExoClock priority; 18 observations in the last year (well monitored).,—
WASP-43b_4426,WASP-43b,4426,0.09733097624592649,2457650.409087,0.813474057,1.23,12.4,29.73,-0.082,5.85,154.90837041666666,-9.806278611111113,25,low,True,36.87886508715053,False,False,0,44.26,3571.6267660222948,2457650.409087,2026-07-29 08:16:01.564,0.0,11.446149523649769,-40.43658730325278,20.928812818655732,0,2461250.9264069907,0.082,0.0041,none,4,0.6666666666666666,5.85,13.676677976169177,0.5698615823403824,OK,True,2.3378936711400304,1.0,2,0.038461538461538464,4.5,0.5294117647058824,5,1,4,1,2.0384615384615383,3,2.80576923076923,2.80576923076923,0,0.41838842975206614,0.7045454545454546,limited visibility,well constrained ephemeris,high priority target,low ExoClock priority; 25 observations in the last year (well monitored),partial visibility,"{'priority': 'high priority target', 'score': 2.80576923076923, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 25 observations in the last year (well monitored)', 'coordination': 'partial visibility', 'network': False, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. low ExoClock priority; 25 observations in the last year (well monitored).,—
WASP-43b_4427,WASP-43b,4427,0.0973494582564432,2457650.409087,0.813474057,1.23,12.4,29.73,-0.082,5.85,154.90837041666666,-9.806278611111113,25,low,True,36.87886508715053,False,False,0,44.26,3571.6267660241574,2457650.409087,2026-07-30 03:47:25.723,0.0,-46.15073454778147,-71.63925296124842,,0,2461251.739881053,0.082,0.0041,none,4,0.6666666666666666,5.85,13.676677976169177,0.5698615823403824,OK,True,2.3378936711400304,1.0,2,0.038461538461538464,4.5,0.5294117647058824,5,1,4,1,2.0384615384615383,3,2.80576923076923,2.80576923076923,0,0.41838842975206614,0.7045454545454546,limited visibility,well constrained ephemeris,high priority target,low ExoClock priority; 25 observations in the last year (well monitored),partial visibility,"{'priority': 'high priority target', 'score': 2.80576923076923, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 25 observations in the last year (well monitored)', 'coordination': 'partial visibility', 'network': False, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. low ExoClock priority; 25 observations in the last year (well monitored).,—
WASP-52b_2396,WASP-52b,2396,0.30377650915790777,2457058.773584,1.749781004,1.82,12.0,33.05,-0.23,5.76,348.49482291666664,8.761269722222222,25,low,True,17.145002678289448,False,False,0,50.16,4163.262269041501,2457058.773584,2026-07-29 17:57:13.149,0.0,-20.424459659570136,-52.771469746745574,,0,2461251.3300132984,0.23,0.0115,none,4,0.6666666666666666,5.76,8.869705613560027,0.3695710672316678,OK,True,1.5398794467986159,1.0,2,0.038461538461538464,4.5,0.5294117647058824,5,1,4,1,2.0384615384615383,3,2.80576923076923,2.80576923076923,0,0.41838842975206614,0.7045454545454546,limited visibility,well constrained ephemeris,high priority target,low ExoClock priority; 25 observations in the last year (well monitored),partial visibility,"{'priority': 'high priority target', 'score': 2.80576923076923, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 25 observations in the last year (well monitored)', 'coordination': 'partial visibility', 'network': False, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. low ExoClock priority; 25 observations in the last year (well monitored).,—
HAT-P-36b_2115,HAT-P-36b,2115,0.23561948780388264,2458442.869734,1.327346889,2.22,12.15,20.66,0.85,6.21,188.26627541666667,44.9153325,35,low,True,22.60147686231553,False,False,0,29.48,2779.1661180257797,2458442.869734,2026-07-28 16:58:56.943,0.0,73.52799454417847,58.403164840325026,1.0774576351279719,0,2461250.218714618,0.85,0.042499999999999996,none,4,0.6666666666666666,6.21,10.884011347052393,0.4535004727938497,OK,True,1.7526588320535255,1.0,2,0.027777777777777776,4.5,0.5294117647058824,5,1,4,1,2.0277777777777777,3,2.8041666666666663,2.8041666666666663,0,0.41838842975206614,0.6993801652892562,limited visibility,well constrained ephemeris,high priority target,low ExoClock priority; 35 observations in the last year (well monitored),partial visibility,"{'priority': 'high priority target', 'score': 2.8041666666666663, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 35 observations in the last year (well monitored)', 'coordination': 'partial visibility', 'network': False, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. low ExoClock priority; 35 observations in the last year (well monitored).,—
HAT-P-36b_2116,HAT-P-36b,2116,0.23570811016589238,2458442.869734,1.327346889,2.22,12.15,20.66,0.85,6.21,188.26627541666667,44.9153325,35,low,True,22.60147686231553,False,False,0,29.48,2779.166118028108,2458442.869734,2026-07-30 00:50:19.714,0.075,22.787410021088206,-10.173154412780917,29.081244567378974,1,2461251.45161706,0.85,0.042499999999999996,none,4,0.6666666666666666,6.21,10.884011347052393,0.4535004727938497,OK,True,1.7526588320535255,1.0,2,0.027777777777777776,4.5,0.5294117647058824,5,1,4,1,2.0277777777777777,3,2.8041666666666663,2.8041666666666663,0,0.8543388429752066,0.6993801652892562,excellent visibility,well constrained ephemeris,high priority target,low ExoClock priority; 35 observations in the last year (well monitored),partial visibility,"{'priority': 'high priority target', 'score': 2.8041666666666663, 'visibility': 'excellent visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 35 observations in the last year (well monitored)', 'coordination': 'partial visibility', 'network': False, 'campaign': False}",high priority target. well constrained ephemeris. excellent visibility. low ExoClock priority; 35 observations in the last year (well monitored).,—
Qatar-1b_2303,Qatar-1b,2303,0.1120793771710266,2457980.733187,1.420024447,1.66,12.84,25.4,0.153,7.02,303.3817399999999,65.16208055555556,55,low,True,21.12639684716639,False,False,0,27.71,3241.3026655288413,2457980.733187,2026-07-29 13:10:06.618,0.0,7.243694296336066,3.543250945256294,13.081010987284692,0,2461251.130632153,0.153,0.00765,none,4,0.6666666666666666,7.02,15.597670058699563,0.6499029191124818,OK,True,2.221890321752075,1.0,2,0.017857142857142856,4.5,0.5294117647058824,5,1,4,1,2.017857142857143,3,2.8026785714285714,2.8026785714285714,0,0.41838842975206614,0.6962809917355371,limited visibility,well constrained ephemeris,high priority target,low ExoClock priority; 55 observations in the last year (well monitored),partial visibility,"{'priority': 'high priority target', 'score': 2.8026785714285714, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 55 observations in the last year (well monitored)', 'coordination': 'partial visibility', 'network': False, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. low ExoClock priority; 55 observations in the last year (well monitored).,—
TrES-3b_2751,TrES-3b,2751,0.13485777280287553,2457657.754796,1.306186314,1.36,12.402,26.21,-0.924,5.82,268.02924375,37.54617694444444,74,low,True,22.967626959839667,False,False,0,28.95,3564.28105692612,2457657.754796,2026-07-29 13:44:27.895,0.0,8.375629203982935,-21.91169643547637,73.50452921936633,0,2461251.1544895256,0.924,0.046200000000000005,none,4,0.6666666666666666,5.82,13.865248800369633,0.5777187000154014,OK,True,2.382345154702686,1.0,2,0.013333333333333334,4.5,0.5294117647058824,5,1,4,1,2.013333333333333,3,2.8019999999999996,2.8019999999999996,0,0.41838842975206614,0.6942148760330579,limited visibility,well constrained ephemeris,high priority target,low ExoClock priority; 74 observations in the last year (well monitored),partial visibility,"{'priority': 'high priority target', 'score': 2.8019999999999996, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 74 observations in the last year (well monitored)', 'coordination': 'partial visibility', 'network': False, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. low ExoClock priority; 74 observations in the last year (well monitored).,—
CoRoT-36b_995,CoRoT-36b,995,32.95803676677314,2455662.52236,5.616531,5.14,13.14,12.12,-30.79,7.93,277.75101,7.1833638888888895,3,alert,True,5.341375307997054,True,True,1,15.13,5559.513491904363,2455662.52236,2026-07-29 11:16:39.729,0.0,-43.39320698316571,-54.49599184484811,,0,2461251.051848715,30.79,1.0,strong,1,0.16666666666666666,7.93,14.733222998697562,0.6138842916123984,OK,True,1.8579095836945223,1.0,5,0.25,7.102412592399116,0.8355779520469548,1,5,1,1,5.0,5,2.8,2.8,0,0.41838842975206614,0.6880165289256198,limited visibility,high ephemeris uncertainty,high priority target,ExoClock alert target; 3 observations in the last year (moderately monitored),multi-site coordination required; active campaign target; partial visibility,"{'priority': 'high priority target', 'score': 2.8, 'visibility': 'limited visibility', 'ephemeris': 'high ephemeris uncertainty', 'science': 'ExoClock alert target; 3 observations in the last year (moderately monitored)', 'coordination': 'multi-site coordination required; active campaign target; partial visibility', 'network': True, 'campaign': True}",high priority target. high ephemeris uncertainty. limited visibility. TTV signal strong. ExoClock alert target; 3 observations in the last year (moderately monitored). part of an active campaign. requires multi-site coordination.,"📡 Campaign, 🌍 Network"
HD202772Ab_625,HD202772Ab,625,0.7519627916326467,2459182.37416,3.30887847,5.69,10.21,4.77,0.0,6.96,319.69948375,-26.61612527777778,0,high,False,9.06651612381521,True,False,0,81.57,2039.6616922337562,2459182.37416,2026-07-28 22:08:15.621,0.0,28.80370745454488,-10.627298354258338,9.02870071590524,0,2461250.5043474655,0.0,0.0,none,2,0.3333333333333333,6.96,5.790489907221659,0.24127041280090245,OK,True,0.8319669406927671,1.0,4,1.0,6.219954837144563,0.7317593926052427,4,1,2,1,5.0,4,2.8,2.8,0,0.41838842975206614,0.6880165289256198,limited visibility,well constrained ephemeris,high priority target,high ExoClock priority; no observations in the last year,multi-site coordination required; partial visibility,"{'priority': 'high priority target', 'score': 2.8, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'high ExoClock priority; no observations in the last year', 'coordination': 'multi-site coordination required; partial visibility', 'network': True, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. high ExoClock priority; no observations in the last year. requires multi-site coordination.,🌍 Network
TOI-2803Ab_801,TOI-2803Ab,801,0.788689488769793,2459678.63667,1.96229283,3.09,12.544,23.51,1.37,6.65,93.11473624999999,-23.49254666666667,0,medium,False,15.28823809645169,True,False,0,29.75,1543.3991828430444,2459678.63667,2026-07-28 22:22:41.615,0.0,-55.88487710251338,-85.19566545935825,,0,2461250.349092766,1.37,0.0685,none,3,0.5,6.65,10.368718343146314,0.43202993096442976,OK,True,1.5592057658866638,1.0,3,1.0,6.5,0.7647058823529411,4,1,3,1,4.0,4,2.8,2.8,0,0.41838842975206614,0.6880165289256198,limited visibility,well constrained ephemeris,high priority target,medium ExoClock priority; no observations in the last year,multi-site coordination required; partial visibility,"{'priority': 'high priority target', 'score': 2.8, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'medium ExoClock priority; no observations in the last year', 'coordination': 'multi-site coordination required; partial visibility', 'network': True, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. medium ExoClock priority; no observations in the last year. requires multi-site coordination.,🌍 Network
WASP-73b_587,WASP-73b,587,1.0862978232951621,2458850.84802,4.0872984,5.62,10.47,4.24,0.0,9.51,319.94961041666664,-58.14888694444444,0,high,False,7.339811548870521,True,False,0,27.53,2371.187833076343,2458850.84802,2026-07-28 14:11:35.238,0.0,-52.98257582007426,-60.26599018326955,,0,2461250.1733245137,0.0,0.0,none,2,0.3333333333333333,9.51,6.965937051942353,0.2902473771642647,OK,True,0.7324854944208573,1.0,4,1.0,5.701943464661156,0.6708168781954301,4,1,2,1,5.0,4,2.8,2.8,0,0.41838842975206614,0.6880165289256198,limited visibility,well constrained ephemeris,high priority target,high ExoClock priority; no observations in the last year,multi-site coordination required; partial visibility,"{'priority': 'high priority target', 'score': 2.8, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'high ExoClock priority; no observations in the last year', 'coordination': 'multi-site coordination required; partial visibility', 'network': True, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. high ExoClock priority; no observations in the last year. requires multi-site coordination.,🌍 Network
WASP-82b_1113,WASP-82b,1113,0.9855922602293076,2458238.73841,2.705784,5.1,10.07,8.16,-2.09,5.0,72.66066083333332,1.8939175,0,medium,False,11.087359523154841,True,False,0,59.84,2983.2974430997856,2458238.73841,2026-07-28 18:36:17.389,0.0,-13.02794068271984,-56.74423716139719,,0,2461250.191867928,2.09,0.1045,none,3,0.5,5.0,4.384302026654407,0.18267925111060027,OK,True,0.8768604053308813,1.0,3,1.0,6.5,0.7647058823529411,4,1,3,1,4.0,4,2.8,2.8,0,0.41838842975206614,0.6880165289256198,limited visibility,well constrained ephemeris,high priority target,medium ExoClock priority; no observations in the last year,multi-site coordination required; partial visibility,"{'priority': 'high priority target', 'score': 2.8, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'medium ExoClock priority; no observations in the last year', 'coordination': 'multi-site coordination required; partial visibility', 'network': True, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. medium ExoClock priority; no observations in the last year. requires multi-site coordination.,🌍 Network
KELT-6b_409,KELT-6b,409,0.8587096714862475,2458042.44742,7.8456057,5.79,10.337,7.88,8.91,5.06,195.9818616666667,30.6400775,3,medium,True,3.823796548939491,True,False,0,52.42,3179.5884323716164,2458042.44742,2026-07-29 19:11:03.889,0.0,87.79640288831128,45.047921826490175,1.1087965100032382,0,2461251.236850567,8.91,0.4455,weak,3,0.5,5.06,4.735090032939484,0.19729541803914516,OK,True,0.9357885440591865,1.0,3,0.25,4.647138964681847,0.5467222311390408,4,2,3,1,3.25,3,2.7874999999999996,2.7874999999999996,0,0.41838842975206614,0.6818181818181818,limited visibility,well constrained ephemeris,high priority target,medium ExoClock priority; 3 observations in the last year (moderately monitored),multi-site coordination required; partial visibility,"{'priority': 'high priority target', 'score': 2.7874999999999996, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'medium ExoClock priority; 3 observations in the last year (moderately monitored)', 'coordination': 'multi-site coordination required; partial visibility', 'network': True, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. TTV signal weak. medium ExoClock priority; 3 observations in the last year (moderately monitored). requires multi-site coordination.,🌍 Network
TOI-1181b_766,TOI-1181b,766,0.32637904040937343,2459639.256141,2.10319406,4.09,10.58,7.67,0.88,5.77,297.2158725,64.35435027777777,4,low,True,14.26401898453441,True,False,0,37.62,1582.7797116697766,2459639.256141,2026-07-28 19:14:51.956,0.0,42.600690531628224,17.80698783805442,2.1185262143070847,0,2461250.3839346757,0.88,0.044,none,3,0.5,5.77,6.386623221265005,0.26610930088604184,OK,True,1.1068671094046802,1.0,2,0.2,6.5,0.7647058823529411,5,1,3,1,2.2,4,2.78,2.78,0,0.41838842975206614,0.6787190082644629,limited visibility,well constrained ephemeris,high priority target,low ExoClock priority; 4 observations in the last year (moderately monitored),multi-site coordination required; partial visibility,"{'priority': 'high priority target', 'score': 2.78, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 4 observations in the last year (moderately monitored)', 'coordination': 'multi-site coordination required; partial visibility', 'network': True, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. low ExoClock priority; 4 observations in the last year (moderately monitored). requires multi-site coordination.,🌍 Network
WASP-100b_735,WASP-100b,735,0.2213762914135238,2459155.915193,2.84938233,3.9,10.8,8.82,-0.36,5.26,68.95970916666667,-64.02703666666666,4,low,True,10.52859761364492,True,False,0,37.62,2066.1206601313315,2459155.915193,2026-07-28 17:02:58.976,0.0,-23.740845747757596,-48.33812866367011,,0,2461250.1270714817,0.36,0.018,none,3,0.5,5.26,6.749382414612241,0.28122426727551003,OK,True,1.2831525503065098,1.0,2,0.2,6.5,0.7647058823529411,5,1,3,1,2.2,4,2.78,2.78,0,0.41838842975206614,0.6787190082644629,limited visibility,well constrained ephemeris,high priority target,low ExoClock priority; 4 observations in the last year (moderately monitored),multi-site coordination required; partial visibility,"{'priority': 'high priority target', 'score': 2.78, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 4 observations in the last year (moderately monitored)', 'coordination': 'multi-site coordination required; partial visibility', 'network': True, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. low ExoClock priority; 4 observations in the last year (moderately monitored). requires multi-site coordination.,🌍 Network
HAT-P-7b_2483,HAT-P-7b,2483,0.15506345896750814,2455776.724909,2.204736276,3.95,10.48,7.41,4.96,5.89,292.2473075,47.969504444444446,5,low,True,13.60706961942327,True,False,0,37.18,5445.310942980461,2455776.724909,2026-07-29 14:01:21.928,0.0,2.4249708003783903,-13.6740292179037,72.56244658539674,0,2461251.1662260187,4.96,0.248,none,3,0.5,5.89,6.314267548451266,0.2630944811854694,OK,True,1.0720318418423203,1.0,2,0.16666666666666666,6.5,0.7647058823529411,5,1,3,1,2.1666666666666665,4,2.775,2.775,0,0.41838842975206614,0.6756198347107438,limited visibility,well constrained ephemeris,high priority target,low ExoClock priority; 5 observations in the last year (moderately monitored),multi-site coordination required; partial visibility,"{'priority': 'high priority target', 'score': 2.775, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 5 observations in the last year (moderately monitored)', 'coordination': 'multi-site coordination required; partial visibility', 'network': True, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. low ExoClock priority; 5 observations in the last year (moderately monitored). requires multi-site coordination.,🌍 Network
WASP-167b_1305,WASP-167b,1305,0.5064507637115531,2458612.4016,2.02195908,2.98,10.52,9.03,1.61,5.37,196.04389166666667,-35.54953361111111,1,medium,True,14.837095516295019,False,False,0,34.04,2609.634253217373,2458612.4016,2026-07-29 13:22:39.245,0.0,17.809187112731163,-19.902080169411878,18.641089167053515,0,2461251.1393431136,1.61,0.0805,none,4,0.6666666666666666,5.37,6.707777130419161,0.27949071376746504,OK,True,1.2491205084579442,1.0,3,0.5,4.5,0.5294117647058824,4,1,4,1,3.5,3,2.7749999999999995,2.7749999999999995,0,0.41838842975206614,0.6735537190082644,limited visibility,well constrained ephemeris,high priority target,medium ExoClock priority; 1 observations in the last year,partial visibility,"{'priority': 'high priority target', 'score': 2.7749999999999995, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'medium ExoClock priority; 1 observations in the last year', 'coordination': 'partial visibility', 'network': False, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. medium ExoClock priority; 1 observations in the last year.,—
HAT-P-9b_998,HAT-P-9b,998,0.4245677557957398,2457336.4804,3.92281143,3.34,12.34,14.08,0.54,5.85,110.1685675,37.14065055555555,12,low,True,7.647576371011033,True,False,0,22.46,3885.55545198638,2457336.4804,2026-07-29 22:41:23.114,0.0,-9.934895749597374,-24.608781729707243,,0,2461251.3620730788,0.54,0.027000000000000003,none,3,0.5,5.85,11.73156823294286,0.48881534303928587,OK,True,2.0053962791355318,1.0,2,0.07692307692307693,5.79427291130331,0.6816791660356835,5,1,3,1,2.076923076923077,4,2.761538461538461,2.761538461538461,0,0.41838842975206614,0.6714876033057852,limited visibility,well constrained ephemeris,high priority target,low ExoClock priority; 12 observations in the last year (well monitored),multi-site coordination required; partial visibility,"{'priority': 'high priority target', 'score': 2.761538461538461, 'visibility': 'limited visibility', 'ephemeris': 'well constrained ephemeris', 'science': 'low ExoClock priority; 12 observations in the last year (well monitored)', 'coordination': 'multi-site coordination required; partial visibility', 'network': True, 'campaign': False}",high priority target. well constrained ephemeris. limited visibility. low ExoClock priority; 12 observations in the last year (well monitored). requires multi-site coordination.,🌍 Network
